hotel	city	location	zone	star	mgrgroup	brand	openyear	roomquantity	ratingoverall	ratingroom	ratingatmosphere	ratingservice	ratingcostbenefit	fromrailway	fromairport	fromcitycenter	fromrailway2	fromairport2	fromcitycenter2	lat	lon	diy_breakfast	west_breakfast	chi_breakfast
81816	1	98	44	3	0	0	2004-08-01	136	4.0712	4.1178	4.126	4.1151	3.926	NULL	NULL	NULL	NULL	NULL	NULL	40.0783805847168	116.59696197509766	NULL	NULL	NULL
82887	1	94	135	2	0	0	2010-11-01	65	3.8291	3.8469	4.0306	3.8827	3.5561	NULL	NULL	NULL	NULL	NULL	NULL	39.911376953125	116.4524154663086	NULL	NULL	NULL
82971	1	92	652	2	5	48	2010-11-01	127	4.1711	4.1052	4.4242	4.2557	3.8993	NULL	NULL	NULL	NULL	NULL	NULL	39.954612731933594	116.39710235595703	NULL	NULL	NULL
83839	1	93	652	2	0	0	2010-10-01	32	4.1762	4.2006	4.4842	4.0745	3.9456	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	18	15
84483	1	92	32	2	0	0	2010-04-01	95	4.0835	3.9496	4.5606	4.0913	3.7323	NULL	NULL	NULL	NULL	NULL	NULL	39.90599822998047	116.39256286621094	NULL	NULL	NULL
84651	1	92	652	3	0	0	2010-01-01	26	4.3016	4.2551	4.4679	4.3725	4.1111	NULL	NULL	NULL	NULL	NULL	NULL	39.9482421875	116.3804931640625	NULL	NULL	NULL
85372	1	96	40	2	1	110	2011-01-01	120	4.3885	4.4404	4.5014	4.3601	4.2521	NULL	NULL	NULL	NULL	NULL	NULL	39.96025848388672	116.34156799316406	NULL	NULL	NULL
85757	1	94	44	2	0	0	2010-10-01	44	4.3316	4.4201	4.29	4.3631	4.2534	NULL	NULL	NULL	NULL	NULL	NULL	40.06406021118164	116.59722137451172	NULL	NULL	NULL
85778	1	94	37	2	0	0	2010-10-01	80	3.9721	4.0207	4.0702	4.0083	3.7893	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
86373	1	96	651	3	0	0	2010-09-01	105	4.2468	4.2826	4.3557	4.2569	4.0919	NULL	NULL	NULL	NULL	NULL	NULL	39.96421813964844	116.35771179199219	NULL	NULL	NULL
87353	1	96	650	2	0	0	1996-06-01	80	4.2119	4.2776	4.2992	4.2871	3.9838	NULL	NULL	NULL	NULL	NULL	NULL	39.976165771484375	116.3824234008789	NULL	NULL	NULL
88592	1	96	899	4	0	0	2010-10-01	300	4.1605	4.3041	4.0696	4.1268	4.1417	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
89061	1	92	652	2	162	39	2011-04-01	87	3.8778	3.8789	4.2667	3.7733	3.5922	NULL	NULL	NULL	NULL	NULL	NULL	39.940711975097656	116.3883056640625	NULL	NULL	15
90188	1	98	44	4	0	0	2011-05-01	215	4.1655	4.2882	4.0407	4.2126	4.1204	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
94227	1	104	900	2	0	0	2011-06-01	88	3.8977	4.0341	3.8295	3.892	3.8352	NULL	NULL	NULL	NULL	NULL	NULL	40.066261291503906	116.41590118408203	NULL	NULL	NULL
94787	1	92	41	5	151	144	2009-10-01	380	4.5381	4.574	4.5957	4.5205	4.4621	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
94836	1	98	897	4	0	0	1998-07-01	570	4.5516	4.6644	4.4853	4.469	4.5878	50.0	15.0	15.0	5.0	5.0	5.0	NULL	NULL	NULL	68	68
97363	1	96	40	2	1	110	2011-06-01	128	4.202	4.2517	4.3046	4.1898	4.0618	NULL	NULL	NULL	NULL	NULL	NULL	39.93980026245117	116.3259506225586	NULL	NULL	NULL
97566	1	105	889	2	0	0	2011-03-01	143	4.3324	4.3666	4.4317	4.2993	4.2321	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
98028	1	101	47	4	0	0	2005-01-01	49	4.2672	4.3447	4.3144	4.3277	4.0822	NULL	NULL	NULL	NULL	NULL	NULL	39.875328063964844	116.37459564208984	NULL	NULL	NULL
98133	1	94	133	3	0	0	2011-01-01	85	4.2302	4.3038	4.3609	4.2502	4.0059	NULL	NULL	NULL	NULL	NULL	NULL	39.932151794433594	116.44824981689453	NULL	NULL	NULL
99155	1	94	654	4	0	0	2010-04-01	24	4.1867	4.3333	4.1667	4.1467	4.1	NULL	NULL	NULL	NULL	NULL	NULL	39.993656158447266	116.50688934326172	NULL	180	180
99442	1	93	31	2	0	0	2008-07-01	106	4.4524	4.4214	4.7269	4.5147	4.1467	NULL	NULL	NULL	0.5	0.5	0.5	39.91754913330078	116.41350555419922	NULL	NULL	NULL
99925	1	93	32	2	0	0	2009-11-01	70	3.7629	3.7732	4.0722	3.8144	3.3918	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
100114	1	105	889	5	0	0	2004-01-01	274	4.2323	4.3929	4.1002	4.3399	4.0963	30.0	50.0	30.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
100135	1	93	31	3	0	0	2011-01-01	102	4.1751	4.1738	4.5322	4.1045	3.89	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	15
107940	1	96	40	2	5	48	2011-09-01	126	4.3363	4.3579	4.4191	4.3687	4.1996	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
108031	1	94	893	2	0	0	2011-09-01	169	3.6181	3.7315	3.3981	3.787	3.5556	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
108122	1	98	44	3	0	0	2012-02-01	230	3.8655	3.9345	3.8909	3.9091	3.7273	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
108346	1	94	650	4	128	69	2011-10-01	108	4.5921	4.6677	4.5693	4.5814	4.55	NULL	NULL	NULL	NULL	NULL	NULL	39.974857330322266	116.41853332519531	NULL	45	NULL
109417	1	92	40	2	0	0	2011-01-01	26	4.2168	4.2005	4.3359	4.2708	4.0599	NULL	NULL	NULL	NULL	NULL	NULL	39.94365692138672	116.37760162353516	NULL	NULL	NULL
109816	1	94	133	2	5	48	2011-08-01	102	4.2844	4.3297	4.3388	4.317	4.1522	NULL	NULL	NULL	NULL	NULL	NULL	39.929569244384766	116.44290924072266	NULL	NULL	NULL
109858	1	93	652	4	0	0	2012-03-01	15	4.1769	4.2115	4.1269	4.3385	4.0308	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40	30
110061	1	92	31	2	1	110	2011-07-01	135	4.4678	4.5562	4.4685	4.5123	4.3342	NULL	NULL	NULL	NULL	NULL	NULL	39.93246841430664	116.3857421875	NULL	NULL	18
110481	1	96	651	2	0	0	2010-07-01	50	3.9553	3.905	4.3296	3.8436	3.743	NULL	NULL	NULL	NULL	NULL	NULL	39.983497619628906	116.31906127929688	NULL	NULL	NULL
110775	1	96	40	2	1	110	2011-05-01	87	4.4174	4.5165	4.438	4.4463	4.2686	NULL	NULL	NULL	NULL	NULL	NULL	39.94267654418945	116.311767578125	NULL	NULL	NULL
114107	1	109	901	3	0	0	1999-01-01	140	4.089	4.2252	4.2275	4.036	3.8671	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
114492	1	93	135	2	0	0	2008-04-01	41	3.1712	3.0547	3.6198	3.1823	2.8281	NULL	NULL	NULL	NULL	NULL	NULL	39.89990234375	116.44849395751953	NULL	NULL	NULL
114527	1	92	41	2	0	0	2007-08-01	52	3.3919	3.2976	3.9286	3.3135	3.0278	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
114569	1	104	900	5	162	1	2007-02-01	344	4.3941	4.5831	4.1202	4.461	4.4122	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
114828	1	101	47	2	0	0	2011-03-01	67	3.3846	3.2051	3.9231	3.3846	3.0256	NULL	NULL	NULL	NULL	NULL	NULL	39.84345626831055	116.37687683105469	NULL	NULL	NULL
115178	1	94	767	2	322	132	2010-09-01	104	4.4055	4.4432	4.4097	4.4804	4.2886	NULL	NULL	NULL	NULL	NULL	NULL	39.92353057861328	116.51726531982422	NULL	NULL	7
115199	1	96	40	2	322	132	2011-05-01	75	4.3138	4.3912	4.317	4.3962	4.1509	NULL	NULL	NULL	NULL	NULL	NULL	39.95189666748047	116.34895324707031	NULL	NULL	7
115227	1	101	903	2	322	132	2011-06-01	101	4.2803	4.3786	4.301	4.2913	4.1505	NULL	NULL	NULL	NULL	NULL	NULL	39.82902145385742	116.2872085571289	NULL	NULL	7
115318	1	101	136	2	322	132	2010-06-01	148	4.0857	4.1626	4.181	4.1055	3.8935	NULL	NULL	NULL	NULL	NULL	NULL	39.899471282958984	116.33050537109375	NULL	NULL	7
115388	1	94	893	2	322	132	2011-02-01	126	3.9512	4.0703	3.9297	3.9688	3.8359	NULL	NULL	NULL	NULL	NULL	NULL	39.89874267578125	116.50023651123047	NULL	NULL	NULL
115416	1	101	903	2	322	132	2010-11-01	104	4.0483	4.1683	4.0396	4.0941	3.8911	NULL	NULL	NULL	NULL	NULL	NULL	39.883338928222656	116.30081176757812	NULL	NULL	7
115479	1	92	41	2	322	132	2008-01-01	117	4.4257	4.465	4.5863	4.4246	4.2271	NULL	NULL	NULL	NULL	NULL	NULL	39.910621643066406	116.38919830322266	NULL	NULL	7
115493	1	96	13572	2	322	440	2008-08-01	184	4.1801	4.2849	4.2124	4.1983	4.0249	NULL	NULL	NULL	NULL	NULL	NULL	40.04812240600586	116.31063842773438	NULL	NULL	7
115647	1	96	13572	2	322	132	2011-06-01	82	4.4931	4.5289	4.5266	4.5497	4.3672	NULL	NULL	NULL	NULL	NULL	NULL	40.042945861816406	116.36094665527344	NULL	NULL	7
115780	1	96	651	2	322	132	2010-09-01	112	4.127	4.2152	4.182	4.1709	3.9399	NULL	NULL	NULL	NULL	NULL	NULL	39.976051330566406	116.3570556640625	NULL	NULL	7
115829	1	94	888	2	322	132	2011-01-01	88	4.1149	4.1686	4.1609	4.1724	3.9579	NULL	NULL	NULL	NULL	NULL	NULL	39.91633605957031	116.58797454833984	NULL	NULL	7
115948	1	92	650	2	322	132	2010-06-01	142	4.1158	4.1051	4.2304	4.1745	3.953	NULL	NULL	NULL	NULL	NULL	NULL	39.970951080322266	116.38766479492188	NULL	NULL	7
116123	1	96	651	2	0	0	2007-04-01	58	3.9144	3.8082	4.1507	3.863	3.8356	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
116578	1	92	47	2	615	671	2011-06-01	24	3.8313	3.8528	3.8834	3.908	3.681	NULL	NULL	6.099999904632568	NULL	NULL	NULL	39.88220977783203	116.36990356445312	NULL	NULL	NULL
117173	1	94	654	2	0	0	2010-10-01	65	3.739	3.7796	3.6775	3.8399	3.6589	NULL	NULL	NULL	NULL	NULL	NULL	39.969600677490234	116.50753021240234	NULL	NULL	NULL
117376	1	96	651	2	0	0	2005-09-01	35	3.7209	3.6628	4.0349	3.8023	3.3837	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
117922	1	92	41	5	32	24	2005-10-01	296	4.6598	4.7189	4.6979	4.6399	4.5824	10.0	40.0	2.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
121422	1	92	47	2	1	110	2010-12-01	125	4.2	4.3059	4.1853	4.2882	4.0206	NULL	NULL	NULL	NULL	NULL	NULL	39.894596099853516	116.37541961669922	NULL	NULL	18
127610	1	92	32	3	329	435	2012-01-01	168	4.1236	4.2141	4.1015	4.2042	3.9746	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
128590	1	92	41	3	0	0	2012-01-01	54	4.2268	4.1676	4.444	4.3508	3.9449	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
129465	1	93	31	4	0	0	2007-02-01	35	4.6032	4.7045	4.3773	4.7881	4.5428	3.200000047683716	25.0	5.699999809265137	3.0	3.0	3.0	NULL	NULL	NULL	50	50
129605	1	104	900	3	0	0	2012-01-01	45	4.2297	4.328	4.1144	4.2771	4.1992	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
129969	1	94	135	2	0	0	2012-02-01	30	3.1462	2.816	3.934	3.1509	2.684	NULL	NULL	NULL	NULL	NULL	NULL	39.91606521606445	116.44888305664062	NULL	NULL	NULL
133245	1	94	37	4	0	0	2013-05-01	80	4.3088	4.3824	4.342	4.1805	4.3302	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
134239	1	94	133	2	373	390	2012-01-01	51	3.1689	3.1656	3.4636	3.053	2.9934	NULL	NULL	NULL	NULL	NULL	NULL	39.92196273803711	116.44315338134766	NULL	NULL	NULL
134771	1	94	654	2	0	0	2007-01-01	15	4.1145	4.0935	4.2523	4.0935	4.0187	NULL	NULL	NULL	NULL	NULL	NULL	39.996158599853516	116.48518371582031	NULL	NULL	NULL
135492	1	94	767	2	281	160	2011-12-01	71	3.8653	3.9228	4.0976	3.8374	3.6037	NULL	NULL	NULL	NULL	NULL	NULL	39.922420501708984	116.51136779785156	NULL	NULL	NULL
135842	1	97	899	2	322	132	2011-12-01	116	4.3085	4.3752	4.3159	4.3455	4.1972	NULL	NULL	NULL	NULL	NULL	NULL	39.9537353515625	116.2025146484375	NULL	NULL	NULL
136997	1	101	136	4	0	0	2012-03-01	85	4.3429	4.5371	4.1543	4.2971	4.3829	NULL	NULL	NULL	NULL	NULL	NULL	39.874794006347656	116.34977722167969	NULL	NULL	NULL
137151	1	94	767	2	0	0	2012-06-01	106	3.8084	3.8276	3.8544	3.8467	3.705	NULL	NULL	NULL	NULL	NULL	NULL	39.927608489990234	116.50129699707031	NULL	NULL	NULL
137361	1	101	47	2	0	0	2008-06-01	70	3.1974	3.3158	3.3158	3.1579	3.0	NULL	NULL	NULL	NULL	NULL	NULL	39.86508560180664	116.40164947509766	NULL	NULL	NULL
138124	1	94	888	2	162	39	2012-10-01	98	4.0453	4.0932	4.1184	4.0605	3.9093	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	10
138166	1	96	13572	2	281	160	2011-05-01	71	3.571	3.5833	3.8333	3.5492	3.3182	NULL	NULL	NULL	NULL	NULL	NULL	40.05188751220703	116.31063842773438	NULL	NULL	NULL
138992	1	101	136	2	322	132	NULL	115	4.3727	4.4615	4.4276	4.3597	4.2421	NULL	NULL	NULL	NULL	NULL	NULL	39.85661315917969	116.31220245361328	NULL	NULL	NULL
142303	1	92	32	2	5	48	2012-06-01	185	4.3189	4.4455	4.2508	4.3729	4.2063	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
274680	1	101	47	2	322	132	2012-07-01	73	4.0372	4.295	3.7885	4.0783	3.9869	NULL	NULL	NULL	NULL	NULL	NULL	39.8233757019043	116.41061401367188	NULL	NULL	NULL
339640	1	93	135	5	665	825	1987-12-01	866	4.5083	4.5418	4.7275	4.4911	4.2729	2.0	24.0	2.5	2.299999952316284	2.299999952316284	2.299999952316284	NULL	NULL	NULL	NULL	NULL
342832	1	96	13572	3	0	0	2012-08-01	117	4.2282	4.4502	3.8918	4.2759	4.295	NULL	NULL	NULL	NULL	NULL	NULL	40.07402038574219	116.26457977294922	NULL	NULL	NULL
344785	1	94	888	3	0	0	2012-09-01	37	3.9914	4.2	3.7966	3.9655	4.0034	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	20
345030	1	92	41	4	10	37	2001-12-01	290	4.4216	4.4394	4.6211	4.4032	4.2225	5.5	29.0	2.5	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
347284	1	93	31	2	615	671	2012-10-01	58	4.2477	4.2574	4.3947	4.2071	4.1316	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
365218	1	96	36	2	0	0	2010-08-01	136	3.5614	3.6027	3.6518	3.5759	3.4152	NULL	NULL	NULL	NULL	NULL	NULL	39.95974349975586	116.2317886352539	NULL	NULL	NULL
369691	1	94	767	4	665	825	1982-04-01	459	4.5589	4.5935	4.7081	4.5531	4.3809	3.0	24.0	4.5	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
369698	1	92	32	5	319	133	2008-06-01	329	4.5892	4.6916	4.5157	4.5601	4.5893	NULL	NULL	NULL	2.5	2.5	2.5	NULL	NULL	NULL	NULL	NULL
371784	1	94	147	2	281	160	2012-08-01	91	3.8636	3.8959	4.1599	3.8553	3.5431	NULL	NULL	NULL	NULL	NULL	NULL	39.88111877441406	116.468505859375	NULL	NULL	NULL
374388	1	94	135	2	0	0	2008-05-01	80	3.9705	3.8485	4.2273	3.9939	3.8121	NULL	NULL	NULL	NULL	NULL	NULL	39.910831451416016	116.4499282836914	NULL	NULL	NULL
374808	1	94	767	5	134	61	2010-10-01	222	4.6195	4.6986	4.6056	4.56	4.614	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	251	NULL
374822	1	94	767	4	0	0	2008-05-01	150	4.2068	4.3135	4.2751	4.1335	4.1051	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
375032	1	96	13572	2	5	48	2012-01-01	83	4.2142	4.3833	4.0567	4.25	4.1667	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
375081	1	94	767	5	134	61	2010-10-01	222	4.6195	4.6986	4.6056	4.56	4.614	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	251	NULL
375095	1	98	44	5	135	73	2010-08-01	371	4.652	4.7314	4.609	4.6232	4.6445	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
375242	1	92	40	2	451	474	2005-05-01	298	4.4057	4.4038	4.4644	4.6276	4.1271	NULL	NULL	NULL	NULL	NULL	NULL	39.93413543701172	116.35189819335938	NULL	NULL	NULL
375410	1	94	138	2	0	0	2008-08-01	22	2.5	3.0	3.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL	NULL	40.039424896240234	116.42269897460938	NULL	NULL	NULL
378805	1	93	31	5	134	59	2006-06-01	171	4.6893	4.7351	4.8515	4.6437	4.527	2.0	32.0	1.0	1.2999999523162842	1.2999999523162842	1.2999999523162842	NULL	NULL	NULL	NULL	NULL
387044	1	94	767	5	21	35	2010-08-01	278	4.7956	4.8389	4.833	4.7316	4.7791	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
393120	1	101	47	2	0	0	2012-08-01	65	4.2327	4.3538	4.1	4.3308	4.1462	NULL	NULL	NULL	NULL	NULL	NULL	39.84902572631836	116.41722106933594	NULL	NULL	NULL
393316	1	94	767	5	22	17	2007-11-01	305	4.7889	4.8309	4.8257	4.7836	4.7154	7.0	27.0	8.0	1.7999999523162842	1.7999999523162842	1.7999999523162842	NULL	NULL	NULL	NULL	NULL
393428	1	101	136	3	0	0	2012-11-01	100	3.9747	3.9747	4.2013	3.9848	3.738	NULL	NULL	NULL	NULL	NULL	NULL	39.88531494140625	116.32688903808594	NULL	NULL	NULL
393463	1	93	31	2	291	50	2012-07-01	219	4.51	4.5351	4.712	4.4447	4.348	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
396480	1	96	651	2	0	0	2011-12-01	40	3.6306	3.5924	4.172	3.5669	3.1911	NULL	NULL	NULL	NULL	NULL	NULL	39.991737365722656	116.32372283935547	NULL	NULL	NULL
419958	1	94	767	5	10	6	2007-08-01	417	4.6337	4.7023	4.7058	4.5306	4.596	5.0	26.0	7.0	2.5	2.5	2.5	NULL	NULL	NULL	NULL	NULL
425565	1	94	37	5	9	10	1994-10-01	502	4.5658	4.6638	4.6088	4.5791	4.4116	NULL	NULL	9.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
425964	1	98	44	2	5	48	2012-12-01	122	4.2445	4.3773	4.1887	4.2234	4.1887	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
426111	1	94	147	4	0	0	2000-08-01	288	4.3062	4.3709	4.3683	4.3277	4.1581	5.0	27.0	8.0	1.0	1.0	1.0	NULL	NULL	NULL	NULL	0
426769	1	94	133	5	32	23	2011-03-01	360	4.7042	4.734	4.7735	4.6654	4.6437	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
427014	1	94	767	5	22	17	2007-11-01	305	4.7889	4.8309	4.8257	4.7836	4.7154	7.0	27.0	8.0	1.7999999523162842	1.7999999523162842	1.7999999523162842	NULL	NULL	NULL	NULL	NULL
427154	1	93	31	4	0	0	1994-01-01	227	4.1598	4.1006	4.5227	4.1839	3.8318	3.0	27.0	1.5	1.5	1.5	1.5	NULL	NULL	NULL	NULL	NULL
427469	1	94	767	5	134	61	2010-10-01	222	4.6195	4.6986	4.6056	4.56	4.614	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	251	NULL
427532	1	101	47	4	32	21	2004-01-01	245	4.3325	4.4834	4.1885	4.4257	4.2324	4.0	40.0	4.0	3.700000047683716	3.700000047683716	3.700000047683716	NULL	NULL	NULL	NULL	NULL
427602	1	93	31	2	0	0	2014-10-01	60	4.2961	4.2953	4.3809	4.3754	4.1328	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
428211	1	101	147	2	1	110	2006-03-01	102	4.3115	4.4074	4.3573	4.3377	4.1438	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
428498	1	96	651	4	0	0	2008-05-01	316	4.4891	4.5468	4.4841	4.4878	4.4377	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
428589	1	94	37	5	28	166	1992-01-01	526	4.5604	4.6163	4.7079	4.5681	4.3491	8.0	20.0	10.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
429114	1	94	138	5	0	0	2000-02-01	332	4.5167	4.586	4.5914	4.4997	4.3898	NULL	NULL	13.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
429205	1	93	31	5	0	0	2008-07-01	388	4.7575	4.7961	4.8188	4.6909	4.7244	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
429282	1	96	651	3	5	49	2013-02-01	129	4.4894	4.6094	4.4276	4.4712	4.4494	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
429478	1	93	31	4	0	0	2011-12-01	193	4.365	4.5212	4.2728	4.2929	4.3732	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
429499	1	98	44	4	0	0	2008-06-01	373	4.1843	4.2484	4.1286	4.2453	4.1149	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
429506	1	94	654	5	0	0	2012-09-01	369	4.6425	4.7584	4.5406	4.6124	4.6587	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	217	217
430031	1	93	135	4	162	2	1997-01-01	306	4.5053	4.562	4.5725	4.5014	4.3855	0.5	24.0	2.5	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
430220	1	96	36	4	32	21	2001-07-01	312	4.514	4.6143	4.4416	4.5747	4.4253	10.0	40.0	12.5	4.300000190734863	4.300000190734863	4.300000190734863	NULL	NULL	NULL	NULL	NULL
430255	1	92	41	5	32	24	2005-10-01	296	4.6598	4.7189	4.6979	4.6399	4.5824	10.0	40.0	2.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
430262	1	94	138	5	0	0	2003-11-01	473	4.5632	4.6263	4.6336	4.5448	4.4479	10.0	25.0	9.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
430269	1	101	47	4	32	21	2004-01-01	245	4.3325	4.4834	4.1885	4.4257	4.2324	4.0	40.0	4.0	3.700000047683716	3.700000047683716	3.700000047683716	NULL	NULL	NULL	NULL	NULL
430283	1	96	651	5	32	23	2008-09-01	298	4.599	4.6774	4.5614	4.5926	4.5647	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
430843	1	98	44	5	9	10	2010-07-01	322	4.688	4.7657	4.6318	4.6502	4.7041	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
430864	1	96	651	2	291	50	2013-01-01	84	4.0278	4.3457	3.3642	4.2593	4.142	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
431074	1	92	41	3	430	453	2008-01-01	281	4.352	4.3744	4.5397	4.3333	4.1605	NULL	NULL	31.0	1.0	1.0	1.0	NULL	NULL	NULL	NULL	NULL
431613	1	94	37	4	0	0	2003-02-01	106	4.2029	4.2421	4.3602	4.1576	4.0515	9.0	19.0	8.0	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
431879	1	93	31	4	10	5	1954-01-01	700	4.4493	4.4984	4.6526	4.4179	4.2284	1.0	30.0	2.5	2.0	2.0	2.0	NULL	NULL	NULL	NULL	NULL
432264	1	101	136	2	0	0	2013-02-01	100	4.0632	4.142	4.1193	3.9063	4.0852	NULL	NULL	NULL	NULL	NULL	NULL	39.87040710449219	116.31481170654297	NULL	NULL	NULL
433139	1	101	903	4	0	0	2013-03-01	58	4.2389	4.3992	4.189	4.2144	4.1529	NULL	NULL	NULL	NULL	NULL	NULL	39.830745697021484	116.28797149658203	NULL	NULL	NULL
433727	1	94	37	5	28	166	NULL	526	4.5604	4.6163	4.7079	4.5681	4.3491	8.0	20.0	10.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
434147	1	93	32	3	0	0	2013-08-01	50	4.0355	4.0719	4.2572	3.9137	3.8994	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
434203	1	94	147	5	0	0	1998-01-01	341	4.1655	4.199	4.3076	4.2192	3.936	6.5	27.0	9.0	0.5	0.5	0.5	NULL	NULL	NULL	NULL	NULL
434224	1	94	37	5	9	10	1994-10-01	502	4.5658	4.6638	4.6088	4.5791	4.4116	NULL	NULL	9.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
434406	1	93	133	3	32	22	2010-12-01	350	4.5496	4.6154	4.5981	4.563	4.4221	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
434455	1	98	44	3	0	0	2012-11-01	98	3.7889	3.8459	3.8784	3.8497	3.5816	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
434637	1	92	41	2	0	0	2008-01-01	48	3.8468	3.7538	4.1872	3.9	3.5462	NULL	NULL	NULL	NULL	NULL	NULL	39.919410705566406	116.35123443603516	NULL	NULL	NULL
434665	1	104	896	2	0	0	2013-04-01	30	4.2735	4.3551	4.1918	4.3388	4.2082	NULL	NULL	NULL	NULL	NULL	NULL	40.227203369140625	116.22830200195312	NULL	NULL	NULL
436163	1	92	136	5	9	32	2008-06-01	540	4.4772	4.5769	4.4367	4.5	4.3951	10.0	37.0	7.0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
436247	1	94	767	4	21	36	1989-12-01	570	4.5912	4.6493	4.7424	4.5938	4.3793	3.5	23.0	6.0	0.10000000149011612	0.10000000149011612	0.10000000149011612	NULL	NULL	NULL	NULL	NULL
436254	1	94	767	5	21	35	2010-08-01	278	4.7956	4.8389	4.833	4.7316	4.7791	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
